ID,x,y,pixel_index,F090W,F115W,F150W,F200W,F277W,F356W,F444W,e_F090W,e_F115W,e_F150W,e_F200W,e_F277W,e_F356W,e_F444W,keep_pixel
206183_0136,16,2,136,0.05287512,0.03383656,-0.01328694,-0.004923631,-0.01168612,-0.04485433,-0.01711095,0.02223846,0.0205872,0.01914348,0.01805162,0.01748426,0.01756281,0.01800154,0
206183_0137,17,2,137,-0.002852956,-0.01053652,0.03576488,-0.01554775,0.004205888,0.006428502,0.01581721,0.02025603,0.01887672,0.01774014,0.01698731,0.01679183,0.0171279,0.0177611,0
206183_0138,18,2,138,-0.02290123,0.02104717,0.03141442,-0.02517982,0.01285484,0.03917213,-0.04227177,0.02266666,0.02097082,0.01953115,0.01850017,0.01806281,0.01827451,0.01884612,0
206183_0139,19,2,139,-0.04248908,-0.003117321,-0.01326885,-0.01156229,0.006563827,-0.05929313,-0.007996151,0.02175966,0.02021887,0.01889248,0.01793064,0.01751632,0.01771368,0.01825435,0
206183_0140,20,2,140,0.003137014,-0.04085738,0.008225078,-0.02136174,0.02096025,0.02415143,0.01862613,0.02097242,0.01954434,0.01834515,0.01752425,0.01726565,0.01757189,0.01819585,0
206183_0141,21,2,141,0.04475034,0.04393233,-0.01817391,0.002442675,-0.005868995,-0.01362518,-0.01867535,0.02266811,0.02096436,0.01945943,0.0182982,0.01765242,0.01767494,0.0180704,0
206183_0142,22,2,142,0.005308261,-0.005871332,-0.002238917,-0.02853959,0.005943496,0.008700022,0.02350616,0.02177872,0.02010521,0.01866497,0.01759212,0.0170464,0.01713096,0.01756242,0
206183_0143,23,2,143,0.004261288,-0.01624859,0.01294942,0.00100257,-0.005174424,-0.01938478,0.001607071,0.02013594,0.01883233,0.0177212,0.01694756,0.01669082,0.01696774,0.01754797,0
206183_0144,24,2,144,-0.005563179,0.01544511,-0.01745392,-0.02725328,-0.001614167,0.009949478,0.01686369,0.02211781,0.0204912,0.01907521,0.01801539,0.01748678,0.01759577,0.01806065,0
206183_0145,25,2,145,0.008534946,-0.004996096,-0.01444281,-0.02137667,-0.026727,-0.003776517,-0.0120849,0.02362354,0.02173269,0.02005435,0.01872864,0.01791697,0.01782536,0.01813141,0
206183_0146,26,2,146,0.008590798,0.01033368,-0.03659932,-0.002465701,-0.04276895,0.01949042,0.01810178,0.02101883,0.01959897,0.01836385,0.01746096,0.01707099,0.01726156,0.01778116,0
206183_0147,27,2,147,-0.004598168,0.02988165,0.01093925,0.01011929,0.01763181,0.007454211,0.03199881,0.02331689,0.02154459,0.01998969,0.01880394,0.01816805,0.018224,0.01866541,0
206183_0148,28,2,148,0.02279369,0.009015228,-0.01428891,0.02442626,0.01344928,0.03972342,-0.01775371,0.02439699,0.02232349,0.02051478,0.01910818,0.01826117,0.01817171,0.01849436,0
206183_0149,29,2,149,0.008436706,0.04114375,-0.01858412,0.001746104,-0.011727,-0.01709799,-0.001788552,0.02012816,0.01884865,0.01773599,0.01693559,0.01662748,0.01685748,0.01739555,0
206183_0150,30,2,150,0.0005838879,-0.004096197,0.03328429,0.005166905,0.007719999,0.01794367,0.01710461,0.02149083,0.02002714,0.01875627,0.01783071,0.01743742,0.01764201,0.01818541,0
206183_0151,31,2,151,0.01262708,0.03475316,-0.002338761,-0.01721559,-0.01507127,-0.03897039,-0.02244115,0.02054856,0.01913194,0.01794345,0.01712495,0.01685046,0.01712833,0.01771525,0
206183_0152,32,2,152,-0.01455319,0.03335419,-0.003063075,0.01695968,-0.0001263594,0.02003976,-0.02408439,0.02244227,0.02077941,0.01931495,0.01819473,0.01759275,0.01764649,0.01806685,0
206183_0153,33,2,153,-0.01248374,0.01699778,-0.03828708,-0.02467975,-0.004471974,-0.019074,0.02191594,0.02202146,0.02041045,0.01900361,0.01794584,0.01741127,0.01751099,0.01796526,0
206183_0154,34,2,154,-0.002464129,-0.02495255,-0.003732672,0.01833784,-0.01591904,0.02752541,0.002545411,0.02201114,0.02042449,0.0191048,0.01820552,0.01791457,0.01823069,0.01888451,0
206183_0155,35,2,155,-0.02806961,-0.02413724,0.006497818,-0.03850154,0.01000972,0.01849015,-0.00441878,0.02146446,0.02000825,0.01878767,0.01795938,0.01771679,0.01805415,0.01871869,0
206183_0156,36,2,156,-0.002271356,0.008556814,-0.02735303,0.01120785,-0.001337328,-0.01155045,-0.003958449,0.0204127,0.01906639,0.01796441,0.01725518,0.01712245,0.01751754,0.01821013,0
206183_0157,37,2,157,0.02060728,0.02093032,0.0437721,0.01037361,0.03930653,0.0111555,0.00233257,0.02351587,0.02174952,0.02016434,0.01891171,0.01816962,0.0181324,0.01849091,0
206183_0158,38,2,158,-0.001737311,-0.002738047,-0.0115337,0.01130445,-0.0007339877,0.002066994,-0.007576777,0.0210991,0.01968249,0.01846444,0.01759603,0.01726326,0.01750773,0.01807935,0
206183_0159,39,2,159,0.02352969,0.01160923,-0.01675503,0.005671718,0.02812006,-0.01317417,-0.01759738,0.02038215,0.01909272,0.01797259,0.0171714,0.01687493,0.01712401,0.01768613,0
206183_0160,40,2,160,0.01494453,0.01107022,-0.00326904,0.02882974,0.03139729,-0.0005686055,0.01530977,0.02159821,0.0200908,0.01877814,0.0178093,0.01736578,0.01753021,0.01803748,0
206183_0161,41,2,161,-0.02602849,-0.001308847,0.008944033,-0.004411614,-0.029317,-0.01050728,0.01478468,0.02317449,0.02135466,0.01978237,0.01860313,0.01798993,0.0180644,0.01851775,0
206183_0162,42,2,162,0.01095085,0.01290053,-0.003631255,0.0183604,-0.03127436,-0.007350296,-0.02054228,0.02268989,0.02093796,0.01936604,0.01810919,0.01732279,0.01721667,0.01748892,0
206183_0163,43,2,163,-0.01995969,0.01751432,0.01448873,0.02535666,0.006851408,0.03261587,-0.02036296,0.02252626,0.02089926,0.01949788,0.01847811,0.0180297,0.01822455,0.01877987,0
206183_0164,44,2,164,-0.008318826,0.01436423,-0.04337003,-0.02819075,-0.01924643,0.01268596,0.05194385,0.02149552,0.02003341,0.01875638,0.01781631,0.01739914,0.01758222,0.01810589,0
206183_0165,45,2,165,-0.02744653,-0.002152737,-0.014289,0.01572267,-0.01524611,0.001431015,0.03003727,0.02183087,0.02027523,0.0189004,0.01785183,0.01730451,0.01738366,0.01781566,0
206183_0166,46,2,166,-0.01335235,0.01454741,-0.008160008,0.01028928,0.02966062,0.008647834,-0.02295861,0.02113441,0.0198267,0.01871753,0.01797254,0.01779934,0.0181832,0.01888855,0
206183_0167,47,2,167,-0.02430586,0.04103117,-0.02088982,-0.01278382,0.01941221,0.03394671,-0.008452052,0.02167108,0.02022499,0.01898147,0.01810014,0.01777822,0.01805208,0.01866496,0
206183_0168,48,2,168,0.01122705,0.01220723,-0.01489071,0.005424239,0.01217446,0.01231173,0.008223757,0.0212605,0.01976153,0.0184789,0.01755789,0.01717572,0.0173841,0.01792325,0
206183_0169,49,2,169,0.03206894,0.0219739,-0.02103235,0.01353829,0.01530044,0.02536483,0.006943821,0.02278138,0.02108274,0.01959362,0.01846363,0.01787174,0.01794741,0.01839593,0
206183_0170,50,2,170,-0.01351121,-0.02174741,0.02241711,0.01721779,0.002108376,0.01703714,0.009555462,0.0232818,0.02145984,0.01989586,0.01873856,0.01816568,0.01828034,0.01877376,0
206183_0171,51,2,171,-0.02417243,-0.0247346,0.01451427,0.004813672,-0.02059969,0.008020103,-0.006802963,0.02169452,0.02011599,0.01874712,0.01773098,0.01724006,0.01736761,0.01784041,0
206183_0172,52,2,172,-4.80524e-05,0.02487417,0.02471683,0.005131053,0.008586879,-0.03046552,0.005343672,0.02056791,0.01917513,0.01800476,0.01720173,0.01694444,0.01723751,0.01783999,0
206183_0173,53,2,173,0.02786716,0.02271316,0.01063392,0.0349367,-0.01902549,0.002223254,0.03757222,0.02201028,0.02048457,0.01914064,0.01813212,0.017646,0.01778563,0.01828,0
206183_0174,54,2,174,0.009433463,-0.03511239,0.01325474,0.01018358,0.01015649,0.02401844,-0.01244321,0.02184364,0.02034595,0.01904868,0.01810804,0.0177157,0.01793391,0.01849793,0
206183_0175,55,2,175,0.008915168,-0.003815972,-0.01686835,0.001093304,-0.02354555,-0.001159911,-0.03439601,0.02202338,0.02046226,0.01912546,0.01816698,0.01777496,0.01800161,0.01857549,0
206183_0176,56,2,176,0.01348522,0.003990516,0.0340606,0.02261102,0.001114236,-0.003411836,-0.01011111,0.02128624,0.0198272,0.01860302,0.01776617,0.01750444,0.01781913,0.01845795,0
206183_0177,57,2,177,0.0001048733,0.01172891,0.01666505,0.006042424,0.02066566,0.003873303,-0.02096694,0.022245,0.02058922,0.0191444,0.01805479,0.01749303,0.01757713,0.01802106,0
206183_0178,58,2,178,-0.0239133,-0.01505513,0.007870405,0.002144638,0.01511766,0.01703825,-0.03471443,0.01900634,0.01781696,0.01681745,0.01614347,0.01596334,0.01626726,0.01684633,0
206183_0179,59,2,179,-0.001921069,0.002040572,-0.02060435,0.03565064,0.008311068,0.003922788,0.03284653,0.02229136,0.02072673,0.01936428,0.01836087,0.01790786,0.01808843,0.01862684,0
206183_0180,0,3,180,-0.007654949,-0.01042366,0.002437332,0.008912938,0.0334726,0.004634453,-0.01548191,0.02232039,0.02071542,0.01932778,0.01831119,0.01785242,0.0180304,0.01856553,0
206183_0181,1,3,181,0.003764823,0.007486896,0.02580463,-0.01609686,0.023929,0.002856081,-0.01520685,0.02011549,0.01879375,0.01768639,0.01693726,0.0167242,0.0170393,0.01765276,0
206183_0182,2,3,182,0.003073083,0.03958648,0.04921066,0.007123882,2.690132e-05,0.005218873,0.0163443,0.02104084,0.01953057,0.01823521,0.01729368,0.01687437,0.01704271,0.01753858,0
206183_0183,3,3,183,-0.01843072,-0.005324949,0.03630238,0.02756148,-0.03230279,-0.006299878,-0.01115433,0.02204401,0.02046865,0.01913218,0.01818841,0.01782536,0.01807892,0.01867737,0
206183_0184,4,3,184,0.004294435,-0.02482168,0.01657923,0.02354551,-0.01988088,0.01658685,0.01280489,0.02314197,0.02145097,0.01997231,0.01886484,0.01832049,0.01845088,0.01896025,0
206183_0185,5,3,185,-0.007026709,0.009463546,0.02468362,-0.005677632,-0.06430467,0.0248415,0.03050164,0.0213712,0.01984355,0.01854801,0.01762977,0.01726587,0.01749508,0.01805502,0
206183_0186,6,3,186,-0.02585404,0.02155623,-0.02697468,0.01731994,-0.007717663,-0.0006905976,0.022123,0.02199482,0.02041359,0.01903827,0.01801753,0.01753138,0.01767304,0.0181668,0
206183_0187,7,3,187,-0.01778196,-0.01990071,-0.03711748,0.001759756,-0.01151232,0.01086821,-0.004233206,0.02267689,0.02104283,0.01962388,0.01857714,0.01809341,0.0182615,0.01879581,0
206183_0188,8,3,188,0.02807552,-0.0209648,0.003562562,0.000406324,0.01436572,-0.008478661,0.018549,0.02289246,0.02124342,0.01980121,0.01872446,0.01820546,0.01834907,0.01886575,0
206183_0189,9,3,189,0.00379963,0.03749748,-0.003923886,0.0187636,0.02904386,-0.008998797,-0.01974704,0.02102929,0.01957101,0.01833147,0.01745664,0.01712533,0.01737013,0.01793821,0
206183_0190,10,3,190,-0.01471947,0.03101577,0.0128507,0.007653462,-0.0105857,-0.02623594,0.001842844,0.0226043,0.02101693,0.01959029,0.0184788,0.01786809,0.01791453,0.01833453,0
206183_0191,11,3,191,-0.02930925,-0.0167762,0.02837572,-0.006213674,0.007131604,0.005559316,-0.04672294,0.02177756,0.02023512,0.01895,0.01807582,0.01780109,0.01812262,0.01877709,0
206183_0192,12,3,192,-0.008627471,-0.02154679,0.0164502,-0.01024074,-0.03093326,0.01024989,0.01585212,0.01929006,0.01815981,0.01724455,0.01669391,0.01669568,0.01716545,0.01790524,0
206183_0193,13,3,193,-0.007697684,-0.0269673,0.02065469,0.006433989,0.0002413053,0.01656306,-0.00456528,0.02131391,0.01981109,0.0185718,0.01774504,0.01751373,0.01785659,0.01851928,0
206183_0194,14,3,194,0.007950421,-0.03134943,0.006737714,-0.002853594,-0.008569747,0.004066653,-0.0138866,0.02099737,0.01956531,0.01832698,0.01742876,0.0170499,0.01725027,0.01777784,0
206183_0195,15,3,195,-0.02322075,0.02493676,0.01690641,0.0340287,0.03754312,-0.01669146,0.003476803,0.0223324,0.02073674,0.01934412,0.01830812,0.01781501,0.01796184,0.01846877,0
206183_0196,16,3,196,-0.01311266,0.00279351,0.0065284,0.006647862,-0.01026658,-0.03198501,0.02293181,0.02127143,0.01984091,0.01860972,0.01773083,0.01739258,0.01763825,0.01821503,0
206183_0197,17,3,197,-0.001896526,-0.002334129,-0.0008361329,0.001787866,0.01147727,0.02804224,-0.006735452,0.02196313,0.02037494,0.01901472,0.01803189,0.01760808,0.01780525,0.01834919,0
206183_0198,18,3,198,0.003593048,0.0005068152,0.00634912,-0.0350451,-0.03240476,0.00600585,0.00593498,0.02165105,0.0201548,0.01885013,0.01788837,0.01745424,0.01762842,0.01814658,0
206183_0199,19,3,199,0.007653531,0.00920518,0.01864776,0.03264157,0.02463679,-0.03044429,0.01508861,0.02114439,0.0197071,0.01845842,0.01754658,0.01715309,0.01734526,0.01786897,0
206183_0200,20,3,200,0.02478272,-0.03154645,-0.02525475,0.0225097,-0.003531884,0.03028148,0.00899364,0.02120667,0.01979193,0.01855898,0.01765961,0.01728044,0.01748664,0.01802594,0
206183_0201,21,3,201,-0.02137208,-0.0004886015,0.01260802,-0.008873749,-0.002747607,-0.003743911,0.008404449,0.02181867,0.02026797,0.01896914,0.01807532,0.01777418,0.01807419,0.01870989,0
206183_0202,22,3,202,-0.04367118,0.01135815,0.03506533,0.002099854,0.00172555,0.01695478,0.009736268,0.02110306,0.01965628,0.01845379,0.01764628,0.01741937,0.01775805,0.01841404,0
206183_0203,23,3,203,-0.002801163,0.001739045,-0.01189852,0.005775235,-0.01743586,-0.002011364,0.007085288,0.0214577,0.01999868,0.01873302,0.01781318,0.01742621,0.01763525,0.01818206,0
206183_0204,24,3,204,-0.03121232,0.002875014,-0.00353363,-0.01619634,-0.001631276,-0.01030422,-0.001560836,0.02029404,0.01901181,0.01798657,0.01737192,0.01735903,0.01785167,0.01863165,0
206183_0205,25,3,205,-0.02716255,0.013273,-0.01180934,0.01711122,-0.01487913,0.02527235,0.006502865,0.02193029,0.02031831,0.01892329,0.01788954,0.01739095,0.01752059,0.01800025,0
206183_0206,26,3,206,0.02655913,0.009253257,-0.01974726,-0.01463805,-0.002079438,0.0188943,-0.005003022,0.0217191,0.02022567,0.01888637,0.01784903,0.01729208,0.01735529,0.0177714,0
206183_0207,27,3,207,-0.01961828,-0.02519519,-0.02370735,-0.0125227,-0.001083753,-0.01549799,0.009311191,0.02259569,0.02100768,0.01962366,0.01860401,0.01814445,0.0183299,0.01887999,0
206183_0208,28,3,208,0.01416961,0.02005066,-0.01285999,-0.0006328966,0.01491132,-0.008184328,-0.02352543,0.02097745,0.01959447,0.01839095,0.01751782,0.01716108,0.01737883,0.01792402,0
206183_0209,29,3,209,-0.003344657,-0.002049735,0.02529409,-0.01863477,0.008121267,-0.005719925,0.01955763,0.02248554,0.02088713,0.01948526,0.01843557,0.01792688,0.01806452,0.01856683,0
206183_0210,30,3,210,-0.04436378,0.008746667,0.03177595,0.004638158,0.01526993,-0.008299127,-0.005304485,0.02140467,0.01997534,0.01874635,0.01787372,0.01754998,0.01781295,0.01840931,0
206183_0211,31,3,211,-0.01811589,0.005810214,0.001540883,-0.05281283,0.01700732,0.009153986,-0.01966797,0.02332166,0.02151181,0.01996102,0.01882067,0.01827236,0.01841003,0.01892628,0
206183_0212,32,3,212,-0.005286405,0.0006449958,0.02641252,-0.01758051,0.0152467,-0.001512436,0.0007373457,0.021586,0.02005215,0.01876584,0.01787711,0.01756975,0.01785615,0.01847384,0
206183_0213,33,3,213,0.007346435,-0.01326368,-0.01819242,-0.02882991,-0.002917915,-0.004869652,0.008856152,0.02221909,0.02054508,0.01911006,0.01805829,0.01756341,0.01770822,0.01820715,0
206183_0214,34,3,214,0.006365159,-0.0140582,-0.00826903,-0.01392719,-0.007385449,0.00696144,-0.03032832,0.02090506,0.01949174,0.01834115,0.01760448,0.01746853,0.0178784,0.01859452,0
206183_0215,35,3,215,0.009062924,0.01900751,-0.01312256,0.01236334,0.007259333,0.007431967,0.01734743,0.02089641,0.01940269,0.01810235,0.01713113,0.01665258,0.01676199,0.01720009,0
206183_0216,36,3,216,-0.02901309,-0.01633768,0.008040363,0.006285262,0.02391148,0.02005088,-0.02505692,0.02111543,0.01974614,0.01858445,0.01778865,0.01755545,0.0178874,0.01854175,0
206183_0217,37,3,217,0.005236383,-0.007665333,0.01790493,-0.004371493,-0.01342836,-0.03347386,-0.01136391,0.02140074,0.02000535,0.01884286,0.01807596,0.01790698,0.01830522,0.0190263,0
206183_0218,38,3,218,-0.02475678,0.003400714,-0.006473705,0.01732714,0.01532047,-0.0006306612,-0.02493146,0.02363994,0.02175094,0.02010953,0.01886149,0.01817871,0.01820764,0.01862815,0
206183_0219,39,3,219,0.01122553,-0.02593145,-0.004353251,-0.0246558,0.003056048,0.01870247,-0.02256902,0.02271836,0.02108217,0.01968905,0.01869951,0.01830972,0.01856359,0.01917796,0
206183_0220,40,3,220,0.000408403,-0.004365585,-0.003514897,-0.02827872,0.02672057,0.03365962,0.004962209,0.02068211,0.01926297,0.0180077,0.01705401,0.0165684,0.01666086,0.01708021,0
206183_0221,41,3,221,-0.003933218,-0.00657458,0.01090045,0.03277275,-0.005376682,0.0007851787,0.006421846,0.02050764,0.01926222,0.01824604,0.01762097,0.01758996,0.01807476,0.01885659,0
206183_0222,42,3,222,-0.006041728,0.02720557,0.01232582,-0.00945452,0.002475427,-0.007310828,0.01085948,0.02144593,0.01993833,0.01861086,0.01760743,0.01710187,0.01720478,0.01765071,0
206183_0223,43,3,223,0.03060534,-0.01178159,0.01575462,0.01314941,0.005773633,-0.02054705,-0.008672802,0.02444693,0.02233463,0.02049453,0.01906011,0.01818332,0.01806977,0.01836976,0
206183_0224,44,3,224,0.02804411,0.02980602,0.00745528,-0.01017865,-0.0005718371,0.03725549,0.006897877,0.02173535,0.02018157,0.01886244,0.0179277,0.01756011,0.01779882,0.01837623,0
206183_0225,45,3,225,0.05088142,0.003179168,0.003816597,0.039737,-4.471357e-05,-0.0004079618,0.03064465,0.02151045,0.01997314,0.01864088,0.01765796,0.01719914,0.01734814,0.01783757,0
206183_0226,46,3,226,0.0208477,-0.01015354,-0.008612898,-0.0193631,-0.0125023,0.04126247,0.01505163,0.02159687,0.01994483,0.01851997,0.0174548,0.01690703,0.01698292,0.01740235,0
206183_0227,47,3,227,0.002008136,0.02713432,0.004402473,0.00271748,-0.0323196,-0.001219713,0.0203145,0.02168503,0.02021684,0.01897911,0.01813129,0.01787033,0.01819925,0.01886169,0
206183_0228,48,3,228,0.006703593,-0.01060837,0.001625473,0.008077937,0.02461893,0.01662366,-0.01410108,0.02087235,0.01947645,0.01821666,0.01723366,0.01669733,0.01674732,0.01713226,0
206183_0229,49,3,229,-0.02996534,0.02348777,0.004924381,0.01100995,0.002278577,-0.009994164,-0.0123574,0.02171786,0.02028924,0.01906841,0.01821872,0.01794281,0.01825858,0.01891196,0
206183_0230,50,3,230,0.02175602,0.02719343,0.02202733,-0.02644326,0.01178078,0.02356641,-0.002420364,0.0214737,0.01993302,0.01861889,0.01767647,0.01728246,0.01748864,0.0180297,0
206183_0231,51,3,231,0.03913713,0.007268475,0.001037445,-0.001767599,-0.0002077797,-0.02300513,-0.01047679,0.02365516,0.02184054,0.02023057,0.01897634,0.01825588,0.01824634,0.01863334,0
206183_0232,52,3,232,0.009015112,-0.06920795,0.02161922,0.003999175,-0.01933043,0.02901851,-0.006352434,0.02278745,0.02112065,0.01968217,0.01862848,0.01814933,0.01832647,0.01887079,0
206183_0233,53,3,233,-0.03167618,0.04967884,-0.01121805,-0.03943232,0.003057231,-0.01790606,0.004329187,0.02238935,0.02067802,0.01920251,0.01810526,0.01755659,0.01765978,0.01812322,0
206183_0234,54,3,234,-0.01569503,0.02215678,0.001863269,0.004087566,0.02127817,0.009352167,0.01260994,0.02079912,0.01939592,0.0181645,0.01724836,0.01682266,0.01697299,0.01745007,0
206183_0235,55,3,235,0.002228578,0.0009072578,0.03057513,-0.005608254,-0.01808054,-0.005799317,-0.0001966805,0.02283553,0.02124958,0.01991705,0.01900822,0.01873323,0.01909098,0.01980577,0
206183_0236,56,3,236,-0.02162504,-0.02045898,0.0211194,0.02171086,-0.02332947,-0.004047275,0.02464052,0.02186897,0.02019072,0.01874067,0.01765368,0.01709015,0.0171616,0.01758308,0
206183_0237,57,3,237,0.02546046,-0.005686649,0.01054056,0.0132704,-0.004793402,0.01357958,-0.0159493,0.02248104,0.02084272,0.0194411,0.01843076,0.01799971,0.01820906,0.01877603,0
206183_0238,58,3,238,0.00593614,0.008791286,-0.007592066,0.008076869,-0.004427533,0.03511991,-0.02418685,0.01947926,0.01819524,0.0171283,0.01641376,0.01621851,0.01652695,0.01711839,0
206183_0239,59,3,239,0.01792726,0.001752356,-0.02629729,0.0175429,0.02345983,0.02710307,-0.0103398,0.02025458,0.01894199,0.01782502,0.01705027,0.0167992,0.01708531,0.01767678,0
206183_0240,0,4,240,0.00604869,0.02957368,0.01289481,0.01096658,-0.001238678,-0.01472904,0.001845202,0.0219563,0.02033513,0.01890034,0.0177915,0.01717418,0.01719602,0.01757516,0
206183_0241,1,4,241,-0.02087325,-0.01445551,0.001110062,-0.01012249,0.04901666,0.001613629,0.01872157,0.02096954,0.01956412,0.01834122,0.01744899,0.0170692,0.01726679,0.01779218,0
206183_0242,2,4,242,0.01267346,0.006116408,0.01351246,-0.001117073,-0.01853591,0.004510462,-0.001933683,0.02307281,0.02135873,0.01984949,0.01869816,0.01808791,0.01815671,0.01860584,0
206183_0243,3,4,243,0.007390315,0.03036515,0.007602409,0.02164845,-0.01542736,0.006077193,-0.004257577,0.0222182,0.02061316,0.01921975,0.01818886,0.01770318,0.01785349,0.01836028,0
206183_0244,4,4,244,0.02125499,0.01144692,-0.004168656,-0.0002028642,-0.02579969,-0.01436293,0.008143805,0.02194765,0.02040646,0.01909578,0.01817117,0.01782334,0.01808622,0.01869215,0
206183_0245,5,4,245,-0.0182878,-0.0126071,0.0188499,0.001145069,0.05188285,0.02383928,0.03737493,0.02039071,0.01913431,0.01804536,0.01727776,0.01702368,0.01730983,0.01790781,0
206183_0246,6,4,246,-0.02305047,-0.00109744,0.06461139,0.01347357,0.01097493,0.02089265,0.02166383,0.02206564,0.020526,0.01923536,0.01835331,0.0180763,0.01840548,0.01907513,0
206183_0247,7,4,247,-0.01664956,-0.0161609,0.0009175401,0.006421265,0.02544035,-0.01546822,-0.0357801,0.02314717,0.02139043,0.01984493,0.01866011,0.01801351,0.01805334,0.01847574,0
206183_0248,8,4,248,-0.03629966,0.01454946,0.001256226,-0.005252435,-0.00158148,-0.003888821,0.008351303,0.02199805,0.02044766,0.01911796,0.01816348,0.0177732,0.0180002,0.0185742,0
